Source,Target,Type,weight,book
cotter-pyke,pypar,Undirected,3,3
cotter-pyke,samwell-tarly,Undirected,10,3
cotter-pyke,stannis-baratheon,Undirected,5,3
craster,dirk,Undirected,6,3
craster,eddison-tollett,Undirected,3,3
craster,gilly,Undirected,16,3
craster,grenn,Undirected,3,3
craster,jeor-mormont,Undirected,8,3
craster,jojen-reed,Undirected,3,3
craster,jon-snow,Undirected,7,3
craster,mance-rayder,Undirected,6,3
craster,samwell-tarly,Undirected,32,3
craster,tormund,Undirected,3,3
cressen,davos-seaworth,Undirected,4,3
daario-naharis,daenerys-targaryen,Undirected,15,3
daario-naharis,drogo,Undirected,3,3
daario-naharis,irri,Undirected,3,3
daario-naharis,jorah-mormont,Undirected,10,3
daario-naharis,prendahl-na-ghezn,Undirected,3,3
daario-naharis,sallor,Undirected,3,3
dacey-mormont,maege-mormont,Undirected,3,3
dacey-mormont,robb-stark,Undirected,3,3
daenerys-targaryen,drogo,Undirected,7,3
daenerys-targaryen,ghael,Undirected,3,3
daenerys-targaryen,grey-worm,Undirected,14,3
daenerys-targaryen,groleo,Undirected,6,3
daenerys-targaryen,irri,Undirected,17,3
daenerys-targaryen,jhiqui,Undirected,17,3
daenerys-targaryen,jhogo,Undirected,4,3
daenerys-targaryen,jorah-mormont,Undirected,53,3
daenerys-targaryen,kraznys-mo-nakloz,Undirected,16,3
daenerys-targaryen,mero,Undirected,5,3
daenerys-targaryen,missandei,Undirected,26,3
daenerys-targaryen,oznak-zo-pahl,Undirected,4,3
daenerys-targaryen,rakharo,Undirected,7,3
daenerys-targaryen,rhaegar-targaryen,Undirected,13,3
daenerys-targaryen,rhaegel-targaryen,Undirected,5,3
daenerys-targaryen,robert-baratheon,Undirected,8,3
daenerys-targaryen,viserys-targaryen,Undirected,8,3
daeron-i-targaryen,shireen-baratheon,Undirected,3,3
dalla,jon-snow,Undirected,6,3
dalla,mance-rayder,Undirected,10,3
dalla,val,Undirected,7,3
davos-seaworth,devan-seaworth,Undirected,5,3
davos-seaworth,edric-storm,Undirected,19,3
davos-seaworth,guncer-sunglass,Undirected,3,3
davos-seaworth,joffrey-baratheon,Undirected,10,3
davos-seaworth,khorane-sathmantes,Undirected,4,3
davos-seaworth,lamprey,Undirected,8,3
davos-seaworth,melisandre,Undirected,40,3
davos-seaworth,porridge,Undirected,6,3
davos-seaworth,pylos,Undirected,15,3
davos-seaworth,salladhor-saan,Undirected,22,3
davos-seaworth,selyse-florent,Undirected,6,3
davos-seaworth,shireen-baratheon,Undirected,9,3
davos-seaworth,stannis-baratheon,Undirected,52,3
denys-mallister,eddison-tollett,Undirected,3,3
denys-mallister,janos-slynt,Undirected,3,3
denys-mallister,othell-yarwyck,Undirected,4,3
denys-mallister,pypar,Undirected,4,3
denys-mallister,samwell-tarly,Undirected,14,3
desmond-grell,edmure-tully,Undirected,4,3
desmond-grell,robb-stark,Undirected,4,3
desmond-grell,utherydes-wayn,Undirected,6,3
devan-seaworth,pylos,Undirected,3,3
devan-seaworth,stannis-baratheon,Undirected,4,3
dick-follard,jon-snow,Undirected,3,3
dick-follard,satin,Undirected,5,3
dirk,samwell-tarly,Undirected,4,3
donal-noye,jeor-mormont,Undirected,4,3
donal-noye,jon-snow,Undirected,33,3
donal-noye,mag-mar-tun-doh-weg,Undirected,6,3
donal-noye,mance-rayder,Undirected,3,3
donal-noye,qhorin-halfhand,Undirected,3,3
donal-noye,stannis-baratheon,Undirected,4,3
dontos-hollard,joffrey-baratheon,Undirected,10,3
dontos-hollard,lothor-brune,Undirected,3,3
dontos-hollard,moon-boy,Undirected,3,3
dontos-hollard,petyr-baelish,Undirected,4,3
dontos-hollard,sansa-stark,Undirected,13,3
dontos-hollard,tyrion-lannister,Undirected,7,3
dontos-hollard,willas-tyrell,Undirected,3,3
doran-martell,gregor-clegane,Undirected,3,3
doran-martell,oberyn-martell,Undirected,4,3
doran-martell,tyrion-lannister,Undirected,10,3
drogo,irri,Undirected,3,3
drogo,jorah-mormont,Undirected,8,3
dunsen,gregor-clegane,Undirected,11,3
dunsen,ilyn-payne,Undirected,6,3
dunsen,joffrey-baratheon,Undirected,6,3
dunsen,meryn-trant,Undirected,6,3
dunsen,polliver,Undirected,9,3
dunsen,rafford,Undirected,10,3
dunsen,sandor-clegane,Undirected,7,3
dunsen,tickler,Undirected,9,3
dywen,eddison-tollett,Undirected,5,3
dywen,grenn,Undirected,4,3
dywen,jeor-mormont,Undirected,4,3
dywen,samwell-tarly,Undirected,6,3
eddard-stark,gregor-clegane,Undirected,3,3
eddard-stark,jaime-lannister,Undirected,6,3
eddard-stark,joffrey-baratheon,Undirected,3,3
eddard-stark,jon-snow,Undirected,4,3
eddard-stark,rickon-stark,Undirected,8,3
eddard-stark,robb-stark,Undirected,13,3
eddard-stark,robert-baratheon,Undirected,7,3
eddard-stark,sandor-clegane,Undirected,4,3
eddard-stark,sansa-stark,Undirected,6,3
eddard-stark,torrhen-stark,Undirected,3,3
eddard-stark,tyrion-lannister,Undirected,3,3
eddison-tollett,grenn,Undirected,13,3
eddison-tollett,jeor-mormont,Undirected,5,3
eddison-tollett,othell-yarwyck,Undirected,3,3
eddison-tollett,pypar,Undirected,5,3
eddison-tollett,samwell-tarly,Undirected,15,3
eddison-tollett,watt,Undirected,3,3
edmure-tully,elmar-frey,Undirected,3,3
edmure-tully,hoster-tully,Undirected,11,3
edmure-tully,jaime-lannister,Undirected,4,3
edmure-tully,lothar-frey,Undirected,4,3
edmure-tully,marq-piper,Undirected,5,3
edmure-tully,robb-stark,Undirected,34,3
edmure-tully,roslin-frey,Undirected,15,3
edmure-tully,tansy,Undirected,3,3
edmure-tully,tywin-lannister,Undirected,3,3
edmure-tully,walder-frey,Undirected,9,3
edric-storm,pylos,Undirected,9,3
edric-storm,robert-baratheon,Undirected,3,3
edric-storm,shireen-baratheon,Undirected,3,3
edric-storm,stannis-baratheon,Undirected,6,3
elia-martell,gregor-clegane,Undirected,7,3
elia-martell,jaime-lannister,Undirected,4,3
elia-martell,oberyn-martell,Undirected,9,3
elia-martell,rhaegar-targaryen,Undirected,7,3
elia-martell,tyrion-lannister,Undirected,6,3
elinor-tyrell,megga-tyrell,Undirected,8,3
elinor-tyrell,sansa-stark,Undirected,5,3
ellaria-sand,oberyn-martell,Undirected,7,3
ellaria-sand,tyrion-lannister,Undirected,4,3
elmar-frey,jaime-lannister,Undirected,6,3
elmar-frey,robb-stark,Undirected,9,3
elmar-frey,roose-bolton,Undirected,3,3
elmar-frey,tywin-lannister,Undirected,3,3
elmar-frey,walder-frey,Undirected,6,3
errok,grigg,Undirected,7,3
errok,jon-snow,Undirected,4,3
errok,styr,Undirected,3,3
galbart-glover,robett-glover,Undirected,3,3
galyeon-of-cuy,tyrion-lannister,Undirected,3,3
garlan-tyrell,joffrey-baratheon,Undirected,6,3
garlan-tyrell,leonette-fossoway,Undirected,3,3
garlan-tyrell,loras-tyrell,Undirected,6,3
garlan-tyrell,sansa-stark,Undirected,5,3
garlan-tyrell,tyrion-lannister,Undirected,11,3
garlan-tyrell,willas-tyrell,Undirected,3,3
gawen-westerling,jeyne-westerling,Undirected,3,3
gawen-westerling,sybell-spicer,Undirected,3,3
gendel,gorne,Undirected,3,3
gendel,jon-snow,Undirected,3,3
gendry,greenbeard,Undirected,3,3
gendry,harwin,Undirected,8,3
gendry,hot-pie,Undirected,30,3
gendry,lem,Undirected,9,3
gendry,merrit,Undirected,3,3
gendry,robert-baratheon,Undirected,3,3
gendry,sandor-clegane,Undirected,5,3
gendry,thoros-of-myr,Undirected,8,3
gendry,tom-of-sevenstreams,Undirected,10,3
gerold-hightower,jaime-lannister,Undirected,4,3
gerold-hightower,lewyn-martell,Undirected,3,3
gilly,jojen-reed,Undirected,3,3
gilly,jon-snow,Undirected,8,3
gilly,mance-rayder,Undirected,6,3
gilly,meera-reed,Undirected,3,3
gilly,samwell-tarly,Undirected,35,3
gilly,small-paul,Undirected,3,3
gorne,jon-snow,Undirected,3,3
grazdan-mo-eraz,mero,Undirected,3,3
greenbeard,harwin,Undirected,4,3
greenbeard,lem,Undirected,12,3
greenbeard,thoros-of-myr,Undirected,3,3
greenbeard,tom-of-sevenstreams,Undirected,4,3
gregor-clegane,helman-tallhart,Undirected,3,3
gregor-clegane,ilyn-payne,Undirected,7,3
gregor-clegane,jaime-lannister,Undirected,7,3
gregor-clegane,joffrey-baratheon,Undirected,9,3
gregor-clegane,meryn-trant,Undirected,6,3
gregor-clegane,oberyn-martell,Undirected,39,3
gregor-clegane,polliver,Undirected,11,3
gregor-clegane,rafford,Undirected,12,3
gregor-clegane,robb-stark,Undirected,4,3
gregor-clegane,sandor-clegane,Undirected,10,3
gregor-clegane,tickler,Undirected,12,3
gregor-clegane,tyrion-lannister,Undirected,23,3
gregor-clegane,tywin-lannister,Undirected,5,3
grenn,jeor-mormont,Undirected,7,3
grenn,jon-snow,Undirected,30,3
grenn,kegs,Undirected,5,3
grenn,owen,Undirected,4,3
grenn,pypar,Undirected,28,3
grenn,samwell-tarly,Undirected,43,3
grenn,small-paul,Undirected,3,3
grey-worm,jorah-mormont,Undirected,4,3
grigg,jarl,Undirected,3,3
grigg,jon-snow,Undirected,5,3
grisel,petyr-baelish,Undirected,3,3
guncer-sunglass,melisandre,Undirected,4,3
gyles-rosby,jalabhar-xho,Undirected,4,3
halder,jon-snow,Undirected,3,3
halder,todder,Undirected,3,3
hareth-(moles-town),jon-snow,Undirected,8,3
hareth-(moles-town),kegs,Undirected,3,3
hareth-(moles-town),mully,Undirected,3,3
hareth-(moles-town),satin,Undirected,5,3
hareth-(moles-town),spare-boot,Undirected,3,3
harma,jarl,Undirected,3,3
harma,jon-snow,Undirected,7,3
harma,mance-rayder,Undirected,10,3
harma,rattleshirt,Undirected,5,3
harma,styr,Undirected,4,3
harma,tormund,Undirected,4,3
harma,varamyr,Undirected,3,3
harma,weeper,Undirected,3,3
harwin,lem,Undirected,7,3
harwin,sandor-clegane,Undirected,3,3
helman-tallhart,randyll-tarly,Undirected,3,3
helman-tallhart,robett-glover,Undirected,4,3
high-septon-(tyrions),joffrey-baratheon,Undirected,6,3
high-septon-(tyrions),pycelle,Undirected,3,3
high-septon-(tyrions),tyrion-lannister,Undirected,3,3
hobb,janos-slynt,Undirected,4,3
hobb,othell-yarwyck,Undirected,3,3
hobb,owen,Undirected,3,3
hobb,samwell-tarly,Undirected,3,3
hodor,jojen-reed,Undirected,24,3
hodor,meera-reed,Undirected,28,3
hoster-tully,jaime-lannister,Undirected,4,3
hoster-tully,lothar-frey,Undirected,5,3
hoster-tully,lysa-arryn,Undirected,6,3
hoster-tully,robb-stark,Undirected,4,3
hoster-tully,tansy,Undirected,5,3
hoster-tully,vyman,Undirected,4,3
hot-pie,lem,Undirected,7,3
hot-pie,sharna,Undirected,3,3
hot-pie,tom-of-sevenstreams,Undirected,4,3
husband,lem,Undirected,4,3
ilyn-payne,joffrey-baratheon,Undirected,9,3
ilyn-payne,meryn-trant,Undirected,6,3
ilyn-payne,polliver,Undirected,5,3
ilyn-payne,rafford,Undirected,6,3
ilyn-payne,sandor-clegane,Undirected,5,3
ilyn-payne,tickler,Undirected,6,3
ilyn-payne,tyrion-lannister,Undirected,6,3
irri,jhiqui,Undirected,15,3
irri,jorah-mormont,Undirected,3,3
irri,missandei,Undirected,4,3
jack-be-lucky,lem,Undirected,5,3
jack-bulwer,thoros-of-myr,Undirected,5,3
jaime-lannister,joffrey-baratheon,Undirected,21,3
jaime-lannister,lem,Undirected,6,3
jaime-lannister,loras-tyrell,Undirected,24,3
jaime-lannister,lysa-arryn,Undirected,3,3
jaime-lannister,meryn-trant,Undirected,9,3
jaime-lannister,oberyn-martell,Undirected,3,3
jaime-lannister,osmund-kettleblack,Undirected,5,3
jaime-lannister,qyburn,Undirected,21,3
jaime-lannister,renly-baratheon,Undirected,9,3
jaime-lannister,rickard-karstark,Undirected,4,3
jaime-lannister,robb-stark,Undirected,17,3
jaime-lannister,robert-baratheon,Undirected,18,3
jaime-lannister,robin-ryger,Undirected,9,3
jaime-lannister,roose-bolton,Undirected,17,3
jaime-lannister,rorge,Undirected,9,3
jaime-lannister,sansa-stark,Undirected,9,3
jaime-lannister,shagwell,Undirected,4,3
jaime-lannister,stannis-baratheon,Undirected,6,3
jaime-lannister,thoros-of-myr,Undirected,3,3
jaime-lannister,tommen-baratheon,Undirected,10,3
jaime-lannister,tyrion-lannister,Undirected,33,3
jaime-lannister,tywin-lannister,Undirected,16,3
jaime-lannister,urswyck,Undirected,11,3
jaime-lannister,vargo-hoat,Undirected,16,3
jaime-lannister,varys,Undirected,5,3
jaime-lannister,walton,Undirected,18,3
janos-slynt,jon-snow,Undirected,10,3
janos-slynt,mance-rayder,Undirected,6,3
janos-slynt,othell-yarwyck,Undirected,9,3
janos-slynt,samwell-tarly,Undirected,7,3
janos-slynt,stannis-baratheon,Undirected,4,3
janos-slynt,tyrion-lannister,Undirected,5,3
jarl,jon-snow,Undirected,21,3
jarl,mance-rayder,Undirected,8,3
jarl,rattleshirt,Undirected,6,3
jarl,styr,Undirected,16,3
jarl,val,Undirected,5,3
jarl,ygritte,Undirected,6,3
jason-mallister,tytos-blackwood,Undirected,3,3
jeor-mormont,jon-snow,Undirected,19,3
jeor-mormont,lark,Undirected,3,3
jeor-mormont,othell-yarwyck,Undirected,3,3
jeor-mormont,qhorin-halfhand,Undirected,6,3
jeor-mormont,samwell-tarly,Undirected,23,3
jeor-mormont,small-paul,Undirected,3,3
jeor-mormont,thoren-smallwood,Undirected,8,3
jeor-mormont,tyrion-lannister,Undirected,4,3
jeyne-westerling,lothar-frey,Undirected,4,3
jeyne-westerling,robb-stark,Undirected,21,3
jeyne-westerling,walder-frey,Undirected,5,3
jhiqui,jorah-mormont,Undirected,5,3
jhiqui,missandei,Undirected,5,3
jhogo,rakharo,Undirected,4,3
joanna-lannister,tywin-lannister,Undirected,4,3
joffrey-baratheon,jon-snow,Undirected,4,3
joffrey-baratheon,kevan-lannister,Undirected,11,3
joffrey-baratheon,loras-tyrell,Undirected,12,3
joffrey-baratheon,mace-tyrell,Undirected,10,3
joffrey-baratheon,mance-rayder,Undirected,5,3
joffrey-baratheon,margaery-tyrell,Undirected,44,3
joffrey-baratheon,melisandre,Undirected,4,3
joffrey-baratheon,meryn-trant,Undirected,12,3
joffrey-baratheon,mycah,Undirected,3,3
joffrey-baratheon,myrcella-baratheon,Undirected,6,3
joffrey-baratheon,oberyn-martell,Undirected,8,3
joffrey-baratheon,olenna-redwyne,Undirected,3,3
joffrey-baratheon,osmund-kettleblack,Undirected,9,3
joffrey-baratheon,paxter-redwyne,Undirected,5,3
joffrey-baratheon,petyr-baelish,Undirected,8,3
joffrey-baratheon,polliver,Undirected,6,3
joffrey-baratheon,pycelle,Undirected,9,3
joffrey-baratheon,rafford,Undirected,6,3
joffrey-baratheon,renly-baratheon,Undirected,5,3
joffrey-baratheon,robb-stark,Undirected,14,3
joffrey-baratheon,robert-baratheon,Undirected,9,3
joffrey-baratheon,sandor-clegane,Undirected,16,3
joffrey-baratheon,sansa-stark,Undirected,53,3
joffrey-baratheon,selyse-florent,Undirected,3,3
joffrey-baratheon,shae,Undirected,3,3
joffrey-baratheon,shireen-baratheon,Undirected,3,3
joffrey-baratheon,stannis-baratheon,Undirected,17,3
joffrey-baratheon,tickler,Undirected,6,3
joffrey-baratheon,tommen-baratheon,Undirected,20,3
joffrey-baratheon,tyrion-lannister,Undirected,95,3
joffrey-baratheon,tywin-lannister,Undirected,23,3
joffrey-baratheon,varys,Undirected,6,3
jojen-reed,meera-reed,Undirected,34,3
jojen-reed,samwell-tarly,Undirected,10,3
jon-arryn,lysa-arryn,Undirected,4,3
jon-arryn,robert-arryn,Undirected,3,3
jon-arryn,robert-baratheon,Undirected,4,3
jon-snow,kegs,Undirected,5,3
jon-snow,mag-mar-tun-doh-weg,Undirected,3,3
jon-snow,mance-rayder,Undirected,83,3
jon-snow,melisandre,Undirected,9,3
jon-snow,mully,Undirected,4,3
jon-snow,orell,Undirected,6,3
jon-snow,owen,Undirected,14,3
jon-snow,pypar,Undirected,27,3
jon-snow,qhorin-halfhand,Undirected,23,3
jon-snow,rattleshirt,Undirected,23,3
jon-snow,robb-stark,Undirected,12,3
jon-snow,robert-baratheon,Undirected,5,3
jon-snow,ryk,Undirected,11,3
jon-snow,samwell-tarly,Undirected,50,3
jon-snow,satin,Undirected,33,3
jon-snow,spare-boot,Undirected,5,3
jon-snow,stannis-baratheon,Undirected,12,3
jon-snow,styr,Undirected,40,3
jon-snow,theon-greyjoy,Undirected,8,3
jon-snow,tormund,Undirected,23,3
jon-snow,val,Undirected,11,3
jon-snow,varamyr,Undirected,7,3
jon-snow,ygritte,Undirected,54,3
jon-snow,zei,Undirected,3,3
jon-umber-(greatjon),jon-umber-(smalljon),Undirected,4,3
jon-umber-(greatjon),maege-mormont,Undirected,3,3
jon-umber-(greatjon),rickard-karstark,Undirected,7,3
jon-umber-(greatjon),robb-stark,Undirected,15,3
jon-umber-(greatjon),robin-flint,Undirected,3,3
jon-umber-(greatjon),walder-frey,Undirected,4,3
jon-umber-(greatjon),wendel-manderly,Undirected,3,3
jon-umber-(smalljon),robb-stark,Undirected,5,3
jonothor-darry,lewyn-martell,Undirected,3,3
jonothor-darry,oswell-whent,Undirected,3,3
jorah-mormont,mero,Undirected,9,3
jorah-mormont,missandei,Undirected,3,3
jorah-mormont,rhaegar-targaryen,Undirected,5,3
joramun,mance-rayder,Undirected,3,3
kegs,owen,Undirected,5,3
kegs,pypar,Undirected,3,3
kegs,satin,Undirected,4,3
kegs,spare-boot,Undirected,4,3
kella,sansa-stark,Undirected,3,3
kevan-lannister,lancel-lannister,Undirected,7,3
kevan-lannister,pycelle,Undirected,3,3
kevan-lannister,sansa-stark,Undirected,5,3
kevan-lannister,tommen-baratheon,Undirected,3,3
kevan-lannister,tyrion-lannister,Undirected,11,3
kevan-lannister,tywin-lannister,Undirected,15,3
kevan-lannister,varys,Undirected,5,3
kevan-lannister,willem-lannister,Undirected,3,3
khorane-sathmantes,salladhor-saan,Undirected,4,3
khorane-sathmantes,stannis-baratheon,Undirected,3,3
lamprey,porridge,Undirected,3,3
lark,samwell-tarly,Undirected,3,3
lark,small-paul,Undirected,8,3
lark,softfoot,Undirected,3,3
lem,sandor-clegane,Undirected,5,3
lem,sharna,Undirected,3,3
lem,tansy,Undirected,3,3
lem,thoros-of-myr,Undirected,13,3
lem,tom-of-sevenstreams,Undirected,21,3
lewyn-martell,oswell-whent,Undirected,3,3
lollys-stokeworth,shae,Undirected,5,3
lollys-stokeworth,symon-silver-tongue,Undirected,3,3
lollys-stokeworth,tanda-stokeworth,Undirected,7,3
lollys-stokeworth,tyrion-lannister,Undirected,8,3
lollys-stokeworth,varys,Undirected,5,3
loras-tyrell,margaery-tyrell,Undirected,10,3
loras-tyrell,olenna-redwyne,Undirected,5,3
loras-tyrell,osmund-kettleblack,Undirected,4,3
loras-tyrell,renly-baratheon,Undirected,8,3
loras-tyrell,sansa-stark,Undirected,13,3
loras-tyrell,tyrion-lannister,Undirected,10,3
loras-tyrell,willas-tyrell,Undirected,4,3
lothar-frey,marq-piper,Undirected,3,3
lothar-frey,merrett-frey,Undirected,3,3
lothar-frey,robb-stark,Undirected,12,3
lothar-frey,roose-bolton,Undirected,3,3
lothar-frey,roslin-frey,Undirected,4,3
lothar-frey,walder-frey,Undirected,6,3
lothar-frey,walder-rivers,Undirected,3,3
lothor-brune,petyr-baelish,Undirected,5,3
lothor-brune,sansa-stark,Undirected,6,3
luwin,nan,Undirected,5,3
lysa-arryn,marillion,Undirected,10,3
lysa-arryn,mathis-rowan,Undirected,3,3
lysa-arryn,petyr-baelish,Undirected,29,3
lysa-arryn,robert-arryn,Undirected,7,3
lysa-arryn,robert-baratheon,Undirected,3,3
lysa-arryn,sansa-stark,Undirected,35,3
lysa-arryn,tansy,Undirected,3,3
lysa-arryn,tyrion-lannister,Undirected,6,3
lysa-arryn,tywin-lannister,Undirected,4,3
mace-tyrell,margaery-tyrell,Undirected,5,3
mace-tyrell,oberyn-martell,Undirected,15,3
mace-tyrell,olenna-redwyne,Undirected,3,3
mace-tyrell,paxter-redwyne,Undirected,4,3
mace-tyrell,sansa-stark,Undirected,9,3
mace-tyrell,stannis-baratheon,Undirected,5,3
mace-tyrell,tyrion-lannister,Undirected,15,3
mace-tyrell,tywin-lannister,Undirected,10,3
mace-tyrell,willas-tyrell,Undirected,4,3
maege-mormont,robb-stark,Undirected,3,3
maegor-i-targaryen,varys,Undirected,3,3
mallador-locke,thoren-smallwood,Undirected,4,3
mance-rayder,pypar,Undirected,4,3
mance-rayder,qhorin-halfhand,Undirected,9,3
mance-rayder,rattleshirt,Undirected,12,3
mance-rayder,samwell-tarly,Undirected,10,3
mance-rayder,styr,Undirected,14,3
mance-rayder,thoren-smallwood,Undirected,4,3
mance-rayder,tormund,Undirected,20,3
mance-rayder,val,Undirected,8,3
mance-rayder,varamyr,Undirected,6,3
mance-rayder,ygritte,Undirected,14,3
mandon-moore,tyrion-lannister,Undirected,3,3
mandon-moore,varys,Undirected,3,3
margaery-tyrell,olenna-redwyne,Undirected,4,3
margaery-tyrell,renly-baratheon,Undirected,6,3
margaery-tyrell,sansa-stark,Undirected,34,3
margaery-tyrell,tommen-baratheon,Undirected,5,3
margaery-tyrell,tyrion-lannister,Undirected,10,3
margaery-tyrell,willas-tyrell,Undirected,5,3
marillion,robert-arryn,Undirected,3,3
marillion,sansa-stark,Undirected,12,3
marq-piper,robb-stark,Undirected,3,3
martyn-lannister,tywin-lannister,Undirected,3,3
martyn-lannister,willem-lannister,Undirected,3,3
mathis-rowan,paxter-redwyne,Undirected,8,3
meera-reed,samwell-tarly,Undirected,5,3
megga-tyrell,sansa-stark,Undirected,6,3
melisandre,salladhor-saan,Undirected,6,3
melisandre,samwell-tarly,Undirected,7,3
melisandre,selyse-florent,Undirected,9,3
melisandre,stannis-baratheon,Undirected,38,3
merrett-frey,petyr-baelish,Undirected,3,3
meryn-trant,osmund-kettleblack,Undirected,4,3
meryn-trant,polliver,Undirected,5,3
meryn-trant,rafford,Undirected,6,3
meryn-trant,sandor-clegane,Undirected,5,3
meryn-trant,sansa-stark,Undirected,3,3
meryn-trant,tickler,Undirected,6,3
meryn-trant,tyrion-lannister,Undirected,5,3
mordane,sansa-stark,Undirected,4,3
mully,owen,Undirected,3,3
mully,satin,Undirected,4,3
mully,spare-boot,Undirected,3,3
munda,tormund,Undirected,4,3
mycah,sandor-clegane,Undirected,6,3
myrcella-baratheon,sansa-stark,Undirected,4,3
myrcella-baratheon,tommen-baratheon,Undirected,7,3
myrcella-baratheon,tyrion-lannister,Undirected,4,3
nage,walton,Undirected,3,3
oberyn-martell,sansa-stark,Undirected,3,3
oberyn-martell,tyrion-lannister,Undirected,41,3
oberyn-martell,tywin-lannister,Undirected,9,3
oberyn-martell,viserys-targaryen,Undirected,4,3
olenna-redwyne,sansa-stark,Undirected,12,3
olenna-redwyne,tyrion-lannister,Undirected,3,3
olyvar-frey,robb-stark,Undirected,8,3
olyvar-frey,ryman-frey,Undirected,4,3
orell,ygritte,Undirected,3,3
osmund-kettleblack,sansa-stark,Undirected,4,3
osmund-kettleblack,tyrion-lannister,Undirected,5,3
oswell-kettleblack,petyr-baelish,Undirected,4,3
oswell-kettleblack,sansa-stark,Undirected,5,3
othell-yarwyck,pypar,Undirected,3,3
ottyn-wythers,thoren-smallwood,Undirected,6,3
owen,pypar,Undirected,4,3
owen,robert-baratheon,Undirected,3,3
owen,satin,Undirected,4,3
owen,spare-boot,Undirected,4,3
patchface,shireen-baratheon,Undirected,3,3
paxter-redwyne,tyrion-lannister,Undirected,4,3
perwyn-frey,robb-stark,Undirected,3,3
petyr-baelish,robb-stark,Undirected,6,3
petyr-baelish,robert-arryn,Undirected,4,3
petyr-baelish,roose-bolton,Undirected,3,3
petyr-baelish,sansa-stark,Undirected,31,3
petyr-baelish,tyrion-lannister,Undirected,14,3
petyr-baelish,tywin-lannister,Undirected,5,3
petyr-baelish,yohn-royce,Undirected,3,3
petyr-frey,ryman-frey,Undirected,4,3
petyr-frey,walder-frey,Undirected,4,3
podrick-payne,sansa-stark,Undirected,7,3
podrick-payne,tyrion-lannister,Undirected,27,3
podrick-payne,tywin-lannister,Undirected,4,3
polliver,rafford,Undirected,10,3
polliver,sandor-clegane,Undirected,19,3
polliver,sansa-stark,Undirected,3,3
polliver,tickler,Undirected,16,3
prendahl-na-ghezn,sallor,Undirected,6,3
pycelle,tyrion-lannister,Undirected,12,3
pycelle,tywin-lannister,Undirected,5,3
pycelle,varys,Undirected,5,3
pylos,shireen-baratheon,Undirected,4,3
pylos,stannis-baratheon,Undirected,4,3
pypar,samwell-tarly,Undirected,15,3
pypar,satin,Undirected,4,3
qhorin-halfhand,ragwyle,Undirected,3,3
qhorin-halfhand,rattleshirt,Undirected,7,3
qhorin-halfhand,samwell-tarly,Undirected,3,3
qhorin-halfhand,ygritte,Undirected,5,3
qyburn,roose-bolton,Undirected,3,3
qyburn,walton,Undirected,4,3
rafford,sandor-clegane,Undirected,7,3
rafford,tickler,Undirected,10,3
ramsay-snow,robb-stark,Undirected,4,3
ramsay-snow,roose-bolton,Undirected,4,3
randyll-tarly,robett-glover,Undirected,3,3
rattleshirt,ryk,Undirected,4,3
rattleshirt,styr,Undirected,8,3
rattleshirt,tormund,Undirected,5,3
rattleshirt,weeper,Undirected,5,3
rattleshirt,ygritte,Undirected,11,3
raynald-westerling,robb-stark,Undirected,8,3
raynald-westerling,rollam-westerling,Undirected,3,3
renly-baratheon,robert-baratheon,Undirected,4,3
renly-baratheon,sansa-stark,Undirected,4,3
renly-baratheon,stannis-baratheon,Undirected,17,3
renly-baratheon,tyrion-lannister,Undirected,5,3
renly-baratheon,varys,Undirected,4,3
rhaegar-targaryen,rhaella-targaryen,Undirected,3,3
rhaegar-targaryen,robert-baratheon,Undirected,8,3
rhaegar-targaryen,viserys-targaryen,Undirected,7,3
rhaella-targaryen,viserys-targaryen,Undirected,3,3
rickard-karstark,robb-stark,Undirected,16,3
rickon-stark,robb-stark,Undirected,13,3
rickon-stark,sansa-stark,Undirected,7,3
rickon-stark,theon-greyjoy,Undirected,8,3
robb-stark,robin-flint,Undirected,3,3
robb-stark,rollam-westerling,Undirected,4,3
robb-stark,rolph-spicer,Undirected,5,3
robb-stark,roose-bolton,Undirected,11,3
robb-stark,roslin-frey,Undirected,4,3
robb-stark,ryman-frey,Undirected,8,3
robb-stark,sansa-stark,Undirected,17,3
robb-stark,stannis-baratheon,Undirected,4,3
robb-stark,stevron-frey,Undirected,4,3
robb-stark,sybell-spicer,Undirected,3,3
robb-stark,theon-greyjoy,Undirected,11,3
robb-stark,tristifer-iv-mudd,Undirected,3,3
robb-stark,tyrion-lannister,Undirected,15,3
robb-stark,tywin-lannister,Undirected,15,3
robb-stark,utherydes-wayn,Undirected,3,3
robb-stark,walder-frey,Undirected,27,3
robb-stark,walder-rivers,Undirected,4,3
robb-stark,willem-lannister,Undirected,3,3
robert-arryn,sansa-stark,Undirected,9,3
robert-baratheon,sandor-clegane,Undirected,5,3
robert-baratheon,sansa-stark,Undirected,3,3
robert-baratheon,stannis-baratheon,Undirected,7,3
robert-baratheon,thoros-of-myr,Undirected,6,3
robert-baratheon,tyrion-lannister,Undirected,8,3
robert-baratheon,tywin-lannister,Undirected,9,3
robert-baratheon,varys,Undirected,4,3
robert-baratheon,viserys-targaryen,Undirected,6,3
robin-flint,wendel-manderly,Undirected,3,3
roose-bolton,ryman-frey,Undirected,3,3
roose-bolton,tyrion-lannister,Undirected,6,3
roose-bolton,tywin-lannister,Undirected,4,3
roose-bolton,vargo-hoat,Undirected,6,3
